ID,Q201601_MILES,Q201601_SPONSORS,Q201602_MILES,Q201602_SPONSORS,Q201603_MILES,Q201603_SPONSORS,Q201604_MILES,Q201604_SPONSORS,FLAG,MILES201601GROCERY,MILES201602GROCERY,MILES201603GROCERY,MILES201604GROCERY,MILES201601CREDIT_CARD,MILES201602CREDIT_CARD,MILES201603CREDIT_CARD,MILES201604CREDIT_CARD,MILES201601OTHER,MILES201602OTHER,MILES201603OTHER,MILES201604OTHER,PROGRAM_TIER,PROVINCE,EMAIL_OPTIN,DEC_2016_ACCOUNT_BALANCE
35796,87,1,51,2,27,1,102,3,0,87,49,27,88,0,0,0,0,0,2,0,14,B,QC,N,3089
35797,19,2,13,3,17,3,14,2,0,17,9,10,9,0,0,0,0,2,4,7,5,B,QC,N,677
35798,71,2,51,1,13,3,52,1,0,67,51,11,52,0,0,0,0,4,0,2,0,B,QC,N,935
35799,42,2,36,2,33,3,22,3,0,38,30,25,18,0,0,0,0,4,6,8,4,G,BC,N,2114
35800,19,5,35,4,38,4,19,5,1,6,3,11,6,0,0,0,0,13,32,27,13,B,BC,Y,3819
35801,53,2,50,3,49,2,96,3,0,41,44,43,72,0,4,6,1,12,2,0,23,B,QC,N,2610
35802,13,2,31,3,38,3,22,3,0,5,19,29,11,0,0,0,0,8,12,9,11,B,QC,N,1181
35805,108,3,115,1,101,2,111,1,0,98,115,97,111,0,0,0,0,10,0,4,0,B,QC,N,2906
35807,502,3,195,3,152,2,167,2,1,241,185,145,159,0,0,0,0,261,10,7,8,G,BC,N,3164
35808,13,1,19,1,21,2,16,1,0,0,0,0,0,0,0,0,0,13,19,21,16,B,BC,N,386
35809,103,1,137,2,125,1,105,1,0,103,135,125,105,0,0,0,0,0,2,0,0,G,AB,N,5199
35812,126,3,66,3,74,4,174,4,0,0,1,1,7,104,57,55,151,22,8,18,16,G,AB,Y,873
35813,11,2,17,2,20,3,17,4,0,0,0,1,1,0,0,0,0,11,17,19,16,B,QC,N,1489
35814,76,4,98,3,114,4,42,2,0,20,59,26,37,0,0,0,0,56,39,88,5,B,AB,N,1923
35815,96,3,110,2,83,3,100,3,0,94,102,74,94,0,0,0,0,2,8,9,6,B,QC,Y,344
35818,51,3,50,4,73,3,69,3,1,42,39,62,59,0,0,0,0,9,11,11,10,B,QC,N,1583
35819,101,2,65,2,70,2,90,2,0,87,64,62,73,0,0,0,0,14,1,8,17,B,QC,N,1676
35820,22,2,11,2,63,2,13,1,0,12,5,15,0,0,0,0,0,10,6,48,13,B,QC,N,777
35822,85,3,66,4,67,4,86,3,0,67,58,55,74,0,0,0,0,18,8,12,12,B,QC,Y,755
35824,41,1,77,3,42,1,26,2,0,41,69,42,24,0,0,0,0,0,8,0,2,B,ON,N,1016
35825,69,1,87,3,188,1,111,1,0,0,4,0,0,69,82,188,111,0,1,0,0,B,NS,N,733
35826,39,1,12,1,12,1,18,1,0,0,0,0,0,39,12,12,18,0,0,0,0,B,AB,N,8808
35827,145,5,197,3,162,3,226,4,0,27,4,0,0,107,186,153,217,11,7,9,9,B,MB,N,3175
35828,100,2,80,2,81,1,64,3,0,37,2,0,6,63,78,81,57,0,0,0,1,B,QC,N,958
35829,18,3,20,4,31,5,43,4,0,9,4,7,9,0,0,0,0,9,16,24,34,B,NS,N,144
35830,387,2,241,2,454,1,392,3,0,2,5,0,6,385,236,454,385,0,0,0,1,G,AB,N,202
35831,62,2,146,4,28,3,22,3,1,19,17,20,11,0,0,0,0,43,129,8,11,B,NL,N,1744
35832,15,2,19,2,21,2,15,1,0,1,3,1,0,0,0,0,0,14,16,20,15,B,ON,N,825
35834,769,4,565,4,377,3,355,2,1,8,9,4,6,760,536,373,349,1,20,0,0,O,BC,Y,8464
35835,359,2,349,1,393,1,438,1,0,0,0,0,0,355,349,393,438,4,0,0,0,G,BC,Y,6487
35836,57,1,69,1,34,2,92,2,0,57,69,32,71,0,0,0,0,0,0,2,21,B,SK,Y,2168
35837,26,1,215,1,63,1,74,1,0,0,0,0,0,26,215,63,74,0,0,0,0,B,ON,N,1266
35838,980,5,690,5,22,3,16,3,1,12,13,13,8,951,672,0,0,17,5,9,8,G,AB,N,5150
35840,83,3,233,5,286,5,212,5,0,31,39,37,39,44,187,244,166,8,7,5,7,G,ON,Y,1679
35841,13,2,16,1,17,2,12,1,0,0,0,0,0,0,0,0,0,13,16,17,12,B,ON,N,759
35846,18,4,19,2,53,5,43,3,0,15,16,21,31,0,0,0,0,3,3,32,12,B,ON,Y,1458
35847,26,4,39,7,129,5,21,5,0,0,13,2,0,0,0,0,0,26,26,127,21,B,ON,N,81
35848,208,1,232,2,176,4,76,2,1,0,0,5,0,208,228,166,74,0,4,5,2,B,AB,N,3088
35849,12,2,20,3,24,2,22,4,0,5,6,16,6,0,0,0,0,7,14,8,16,B,ON,N,361
35850,12,4,41,4,25,4,27,5,0,9,21,21,22,0,0,0,0,3,20,4,5,B,ON,Y,1444
35851,23,3,33,3,90,3,13,3,0,13,27,20,17,0,0,0,0,10,6,70,-4,B,ON,Y,781
35852,96,3,44,5,187,3,287,4,0,3,2,0,1,73,25,132,256,20,17,55,30,G,SK,Y,1397
35853,31,3,65,3,38,4,144,3,0,22,32,32,66,0,0,0,0,9,33,6,78,G,AB,N,2104
35854,59,1,62,1,69,1,79,1,1,0,0,0,0,59,62,69,79,0,0,0,0,B,AB,N,1659
35855,294,1,283,1,476,1,158,1,0,0,0,0,0,294,283,476,158,0,0,0,0,G,ON,N,6070
35858,77,4,92,5,84,4,88,4,0,49,70,74,54,0,0,0,0,28,22,10,34,B,QC,Y,320
35859,148,2,105,2,147,2,52,1,1,0,0,0,0,145,101,144,52,3,4,3,0,G,AB,Y,46
35860,174,2,148,4,48,2,87,3,1,0,5,0,0,169,133,42,83,5,10,6,4,B,BC,Y,1342
35861,18,2,75,3,103,3,101,2,0,0,0,4,0,8,69,89,98,10,6,10,3,B,BC,N,2473
35862,26,1,35,1,24,1,12,1,0,0,0,0,0,26,35,24,12,0,0,0,0,B,QC,N,1233
35863,205,1,380,1,160,1,255,1,0,0,0,0,0,205,380,160,255,0,0,0,0,G,ON,N,2966
35864,49,2,45,2,16,1,41,2,0,49,45,16,41,0,0,0,0,0,0,0,0,B,ON,N,502
35865,21,1,34,1,39,1,39,2,0,21,34,39,38,0,0,0,0,0,0,0,1,B,ON,Y,1162
35867,38,4,33,4,45,4,41,4,0,32,17,39,31,0,0,0,0,6,16,6,10,B,ON,Y,1340
35868,17,2,16,3,29,2,18,3,0,7,1,5,4,0,0,0,0,10,15,24,14,B,ON,N,1179
35871,39,4,55,5,47,4,51,4,0,24,35,27,20,0,0,0,0,15,20,20,31,B,ON,N,459
35873,70,2,26,4,20,4,75,3,0,69,15,4,63,0,0,0,0,1,11,16,12,B,ON,N,932
35874,97,1,67,1,30,1,35,1,1,0,0,0,0,97,67,30,35,0,0,0,0,B,ON,N,2905
35876,64,3,312,2,23,2,31,2,1,57,12,22,27,0,0,0,0,7,300,1,4,B,AB,N,262
35877,18,1,18,1,20,1,34,1,1,18,18,20,34,0,0,0,0,0,0,0,0,B,QC,N,834
35878,751,3,111,2,283,2,220,2,1,6,0,0,0,741,110,280,215,4,1,3,5,G,AB,Y,6131
35879,36,1,167,1,45,1,32,1,1,0,0,0,0,36,167,45,32,0,0,0,0,B,ON,N,2600
35881,235,1,265,1,354,1,239,1,0,0,0,0,0,235,265,354,239,0,0,0,0,B,BC,N,3660
35884,2293,6,5433,7,1747,6,2130,5,0,24,53,43,59,2208,5353,1660,2047,61,27,44,24,O,AB,N,32994
35885,85,2,127,4,102,4,111,2,0,52,96,95,11,33,29,4,100,0,2,3,0,B,ON,N,3300
35886,272,4,215,3,200,2,283,3,0,8,7,13,35,258,202,187,246,6,6,0,2,G,ON,N,9085
35887,33,3,19,3,24,2,40,1,0,0,3,2,0,20,0,0,0,13,16,22,40,G,AB,Y,2985
35888,629,6,658,5,773,5,483,4,0,7,7,10,0,597,618,730,465,25,33,33,18,G,AB,N,2363
35889,63,2,32,2,28,2,111,2,0,55,31,27,102,0,0,0,0,8,1,1,9,B,QC,Y,1104
35890,15,1,13,1,18,1,18,1,0,0,0,0,0,0,0,0,0,15,13,18,18,B,AB,N,374
35891,50,2,65,2,76,4,35,2,0,0,0,1,0,36,52,62,14,14,13,13,21,B,BC,N,3998
35893,228,2,48,2,71,2,101,2,1,0,0,0,2,222,45,67,99,6,3,4,0,B,BC,N,1782
35894,1231,2,1935,3,541,2,619,3,0,0,2,0,1,1181,1914,528,601,50,19,13,17,O,AB,Y,18837
35895,111,4,176,5,217,5,104,5,0,5,10,5,11,96,124,179,68,10,42,33,25,G,QC,Y,813
35896,35,1,23,1,89,1,69,1,0,0,0,0,0,35,23,89,69,0,0,0,0,B,ON,N,2231
35897,96,2,79,5,70,4,158,3,1,89,49,63,55,7,13,4,97,0,17,3,6,B,ON,N,2298
35898,263,3,167,3,182,4,269,4,0,100,100,80,104,152,54,95,157,11,13,7,8,G,QC,N,2604
35900,57,1,55,1,57,1,65,2,0,57,55,57,64,0,0,0,0,0,0,0,1,B,NB,N,26
35902,19,2,14,3,200,4,24,3,0,18,12,18,16,0,0,0,0,1,2,182,8,B,NS,Y,105
35903,29,4,21,1,17,1,12,2,1,17,21,17,7,0,0,0,0,12,0,0,5,B,NL,Y,360
35904,30,4,23,2,32,3,37,2,0,16,18,16,25,0,0,0,0,14,5,16,12,B,NS,Y,81
35905,79,2,92,2,78,2,78,1,0,78,88,64,78,0,0,0,0,1,4,14,0,B,NL,Y,1751
35906,20,1,12,1,24,2,110,2,0,20,12,21,27,0,0,0,0,0,0,3,83,B,NL,N,1832
35910,54,1,51,1,42,1,40,1,1,54,51,42,40,0,0,0,0,0,0,0,0,B,NL,N,1702
35912,97,3,139,3,171,4,139,4,0,75,132,109,113,0,0,0,0,22,7,62,26,B,NL,N,209
35913,42,5,32,5,36,4,32,4,0,15,9,10,10,0,0,0,0,27,23,26,22,B,NB,Y,59
35914,25,3,33,1,31,3,122,4,0,19,33,24,108,0,0,0,0,6,0,7,14,B,NL,N,690
35915,11,2,74,2,42,1,41,2,0,3,2,0,0,0,0,0,0,8,72,42,41,B,NL,N,674
35916,81,3,71,3,57,2,89,4,0,26,32,31,40,0,0,0,0,55,39,26,49,B,NS,Y,131
35917,65,2,145,7,101,4,148,3,0,65,69,70,123,0,0,0,0,0,76,31,25,G,NL,N,5495
35918,42,1,21,1,41,1,35,1,0,42,21,41,35,0,0,0,0,0,0,0,0,B,NL,N,970
35919,35,1,39,2,78,2,58,1,0,35,38,74,58,0,0,0,0,0,1,4,0,B,NL,Y,76
35920,81,4,71,4,81,3,87,3,0,53,51,57,62,0,0,0,0,28,20,24,25,B,NS,Y,325
35921,59,3,73,4,60,4,96,5,0,12,12,3,11,0,0,0,0,47,61,57,85,B,NS,Y,55
35922,18,2,36,2,35,3,14,1,0,14,35,30,14,0,0,0,0,4,1,5,0,B,NL,N,1077
35923,30,1,32,1,26,1,59,1,0,30,32,26,59,0,0,0,0,0,0,0,0,B,?,N,1130
35924,39,1,51,1,54,1,53,1,0,39,51,54,53,0,0,0,0,0,0,0,0,B,NL,Y,387
35925,447,5,506,6,772,6,521,5,0,97,83,77,103,296,363,629,356,54,60,66,62,G,NL,N,12821
35926,17,2,16,3,43,3,34,4,0,9,6,24,21,0,0,0,0,8,10,19,13,B,NL,Y,863
35927,18,1,18,1,17,1,18,1,0,0,0,0,0,0,0,0,0,18,18,17,18,B,NS,Y,835
35928,57,3,54,3,84,5,27,2,1,20,17,20,6,0,0,0,0,37,37,64,21,B,?,N,2267
35929,41,1,50,1,40,3,67,1,0,41,50,33,67,0,0,6,0,0,0,1,0,B,NL,Y,442
35931,84,3,115,3,103,4,130,3,0,48,43,36,56,0,0,0,0,36,72,67,74,B,?,N,3798
35932,90,2,126,4,101,4,119,3,0,83,84,94,113,0,0,0,0,7,42,7,6,B,NL,Y,2825
35933,18,2,30,2,14,1,42,1,0,16,25,14,42,0,0,0,0,2,5,0,0,B,NL,Y,1407
35934,55,1,45,1,49,1,61,1,0,55,45,49,61,0,0,0,0,0,0,0,0,B,NL,Y,3005
35937,70,1,73,1,53,1,42,1,0,0,0,0,0,70,73,53,42,0,0,0,0,B,ON,N,745
35939,450,4,266,3,151,4,186,2,1,116,22,21,37,331,244,126,149,3,0,4,0,G,SK,Y,4780
35940,75,2,120,2,50,2,48,2,1,72,117,48,46,0,0,0,0,3,3,2,2,B,QC,N,2444
35941,94,2,81,2,58,2,38,2,1,0,0,0,0,0,0,0,0,94,81,58,38,B,QC,N,2845
35942,345,2,769,2,587,4,424,2,0,8,3,6,2,337,766,580,422,0,0,1,0,G,BC,N,5934
35944,99,6,66,5,114,7,94,6,0,63,49,50,75,0,0,0,0,36,17,64,19,B,NS,N,2424
35946,30,1,34,1,24,1,43,1,0,30,34,24,43,0,0,0,0,0,0,0,0,B,BC,N,1190
35947,43,3,73,4,31,4,29,4,0,15,0,4,12,0,0,0,0,28,73,27,17,B,NS,Y,922
35948,31,5,28,2,18,1,26,2,0,18,27,18,19,11,0,0,0,2,1,0,7,B,ON,Y,2359
35949,226,2,260,1,160,3,71,4,1,0,0,2,3,222,260,151,44,4,0,7,24,G,BC,N,2094
35950,138,3,124,2,48,2,133,2,1,0,0,0,0,89,112,37,122,49,12,11,11,B,BC,N,1847
35951,32,2,26,2,35,2,36,2,0,0,0,0,5,0,0,0,0,32,26,35,31,B,ON,N,280
35952,12,1,17,3,65,6,41,3,0,0,6,53,32,12,10,6,8,0,1,6,1,B,ON,Y,586
35953,3287,5,2960,4,2678,4,3151,5,0,2,0,0,0,3261,2920,2640,3111,24,40,38,40,O,ON,Y,13959
35954,354,3,163,4,726,3,172,5,1,1,1,0,0,346,82,722,165,7,80,4,7,G,ON,N,5287
35955,138,2,341,2,172,1,125,3,0,0,0,0,0,137,339,172,101,1,2,0,24,G,ON,N,3634
35956,625,3,384,2,546,4,503,1,0,14,1,4,0,611,383,541,503,0,0,1,0,G,AB,N,2854
35958,94,3,89,2,81,2,98,3,0,91,88,73,93,0,0,0,0,3,1,8,5,B,QC,Y,771
35959,49,4,291,4,133,2,202,4,0,42,70,15,77,5,153,118,114,2,68,0,11,B,BC,N,10337
35960,515,5,320,3,582,4,317,4,1,3,1,9,4,488,312,567,301,24,7,6,12,G,AB,Y,11313
35961,15,1,16,1,16,1,16,1,0,0,0,0,0,0,0,0,0,15,16,16,16,B,ON,N,1468
35962,15,1,63,1,62,1,84,1,0,0,0,0,0,15,63,62,84,0,0,0,0,B,QC,N,311
35964,89,4,173,5,92,5,276,9,0,63,146,60,53,0,7,11,127,26,20,21,96,G,AB,Y,11424
35967,287,1,239,1,272,1,368,1,0,0,0,0,0,287,239,272,368,0,0,0,0,G,BC,N,4318
35968,114,1,206,1,166,1,122,3,0,0,0,0,4,114,206,166,113,0,0,0,5,B,ON,N,1919
35969,25,4,24,1,15,2,13,3,0,18,24,14,8,0,0,0,0,7,0,1,5,B,AB,N,979
35970,121,1,90,1,84,1,137,1,0,0,0,0,0,121,90,84,137,0,0,0,0,B,AB,N,2611
35971,166,2,129,3,156,3,60,4,1,33,21,19,4,133,108,127,49,0,0,10,7,B,AB,N,2899
35972,214,1,152,1,254,1,156,1,0,0,0,0,0,214,152,254,156,0,0,0,0,G,ON,Y,6669
35973,584,4,465,5,604,4,668,6,0,73,17,35,23,493,435,558,619,18,13,11,26,G,QC,Y,8888
35974,125,1,145,1,274,3,232,1,0,0,0,1,0,125,145,269,232,0,0,4,0,G,ON,N,2761
35975,19,2,34,2,26,2,27,3,0,13,24,20,22,0,0,0,0,6,10,6,5,B,ON,N,812
35976,18,2,12,2,34,2,19,2,0,0,0,0,0,0,0,0,0,18,12,34,19,B,QC,Y,663
35977,18,1,16,1,24,1,18,1,0,0,0,0,0,0,0,0,0,18,16,24,18,B,NB,N,428
35978,40,3,18,2,23,3,30,3,0,11,4,6,10,0,0,0,0,29,14,17,20,B,QC,Y,806
35981,49,3,30,3,34,5,40,3,0,45,21,26,35,0,0,0,0,4,9,8,5,B,QC,Y,47
35982,59,4,39,3,36,5,37,4,0,44,34,21,31,0,0,0,0,15,5,15,6,B,?,N,2110
35984,35,3,32,2,31,3,24,4,1,10,18,17,7,0,0,0,0,25,14,14,17,B,QC,Y,799
35985,35,3,37,3,42,4,39,5,0,30,33,36,34,0,0,0,0,5,4,6,5,B,QC,N,530
35986,25,2,45,3,31,2,55,4,0,1,3,0,4,0,0,0,0,24,42,31,51,B,ON,N,1941
35987,25,2,24,2,27,1,23,1,0,23,21,27,23,0,0,0,0,2,3,0,0,B,QC,Y,956
35991,60,3,98,3,168,3,165,3,0,56,92,163,157,0,0,0,0,4,6,5,8,B,QC,N,2123
35992,22,2,33,4,13,3,22,2,1,18,20,9,21,0,0,0,0,4,13,4,1,B,QC,N,615
35994,185,4,92,4,79,2,137,5,0,44,47,49,46,0,0,0,0,141,45,30,91,B,NB,Y,119
35995,163,1,167,1,194,1,167,1,0,163,167,194,167,0,0,0,0,0,0,0,0,G,QC,N,106
35996,33,3,17,2,35,2,51,5,0,31,15,35,43,0,0,0,0,2,2,0,8,B,QC,N,876
36001,61,1,69,1,73,1,90,1,0,61,69,73,90,0,0,0,0,0,0,0,0,B,QC,Y,2378
36003,56,4,52,4,36,4,72,4,0,34,28,29,51,0,0,0,0,22,24,7,21,B,QC,N,381
36004,18,1,22,1,26,1,36,2,0,18,22,26,30,0,0,0,0,0,0,0,6,B,QC,Y,903
36005,25,1,23,1,24,2,30,2,0,25,23,22,25,0,0,0,0,0,0,2,5,B,QC,Y,135
36007,360,5,1154,5,253,7,93,5,1,90,99,104,26,247,1030,133,50,23,25,16,17,G,QC,Y,377
36008,793,7,1441,8,501,6,1018,9,0,182,165,169,159,12,1148,276,661,599,128,56,198,O,QC,Y,7442
36009,25,1,68,2,21,3,35,2,0,25,32,19,33,0,0,0,0,0,36,2,2,B,NL,Y,349
36010,43,2,38,3,42,2,58,2,0,41,31,40,57,0,0,0,0,2,7,2,1,B,QC,Y,157
36011,20,4,18,2,16,3,18,1,0,14,15,8,18,0,0,0,0,6,3,8,0,B,QC,N,327
36012,59,3,40,2,65,3,62,3,0,50,29,43,39,0,0,0,0,9,11,22,23,B,NB,Y,691
36013,157,3,95,5,69,3,64,2,1,55,57,49,48,83,33,14,16,19,5,6,0,B,QC,Y,1632
36014,17,1,24,1,26,3,18,1,0,17,24,21,18,0,0,0,0,0,0,5,0,B,QC,Y,89
36015,28,5,23,3,33,4,69,4,0,10,5,7,9,0,0,0,0,18,18,26,60,B,ON,N,315
36016,73,2,60,2,60,2,63,4,0,69,59,59,60,0,0,0,0,4,1,1,3,B,ON,N,973
36018,13,1,14,1,12,1,12,1,0,13,14,12,12,0,0,0,0,0,0,0,0,B,ON,N,1116
36020,45,6,24,5,25,5,41,5,0,5,3,4,4,0,0,0,0,40,21,21,37,G,ON,N,4175
36022,19,3,73,4,95,6,114,4,0,1,0,0,0,0,53,60,65,18,20,35,49,B,ON,N,1261
36023,64,2,152,3,12,2,16,1,0,0,1,0,0,0,0,0,0,64,151,12,16,B,?,Y,667
36024,177,5,38,4,69,3,22,3,1,77,41,65,19,0,0,0,0,100,-3,4,3,B,ON,N,1104
36025,15,5,12,3,13,3,26,4,0,6,0,0,0,0,0,0,0,9,12,13,26,B,ON,N,304
36026,23,3,23,3,16,2,17,4,0,18,18,14,14,0,0,0,0,5,5,2,3,B,ON,Y,1419
36027,65,4,98,5,134,3,81,3,0,29,59,83,59,0,0,0,0,36,39,51,22,B,ON,Y,6052
36028,28,7,26,4,45,7,33,6,0,20,17,32,12,0,0,0,0,8,9,13,21,B,ON,Y,808
36029,30,1,35,1,29,1,28,1,0,0,0,0,0,0,0,0,0,30,35,29,28,B,ON,N,803
36030,42,3,47,4,43,3,50,3,0,33,41,37,44,0,0,0,0,9,6,6,6,B,ON,N,512
36031,20,1,38,2,32,2,44,1,0,20,32,31,44,0,0,0,0,0,6,1,0,B,AB,N,381
36032,64,1,51,2,40,2,40,2,1,64,49,38,38,0,0,0,0,0,2,2,2,B,ON,N,2063
36033,18,3,22,2,36,2,50,3,0,16,19,32,39,0,0,0,0,2,3,4,11,B,ON,Y,156
36034,32,1,37,1,26,1,16,1,0,32,37,26,16,0,0,0,0,0,0,0,0,B,ON,N,1240
36035,1149,3,399,3,584,3,715,3,1,59,42,69,37,1088,355,510,677,2,2,5,1,G,NL,Y,12555
36036,17,2,102,2,87,2,78,2,1,0,0,0,0,13,96,78,71,4,6,9,7,B,ON,N,1948
36037,130,3,264,6,376,5,327,4,0,0,0,0,0,122,214,354,304,8,50,22,23,G,QC,N,206
36038,861,4,1301,3,934,3,1263,3,0,76,37,32,15,781,1259,895,1246,4,5,7,2,G,BC,N,1813
36039,66,4,83,3,43,3,62,3,0,58,79,39,52,0,0,0,0,8,4,4,10,B,QC,N,1189
36040,52,4,37,1,35,1,37,2,0,14,0,0,0,0,0,0,0,38,37,35,37,B,AB,N,878
36041,532,5,504,8,722,5,725,5,0,80,65,103,100,429,390,587,598,23,49,32,27,G,MB,N,2721
36042,96,5,63,4,62,3,64,3,0,10,0,0,2,0,0,0,0,86,63,62,62,B,AB,Y,1183
36043,15,2,148,2,39,2,67,3,0,4,144,31,44,0,0,0,0,11,4,8,23,B,NL,N,372
36046,190,2,150,4,206,5,50,2,1,0,0,4,0,154,110,146,0,36,40,56,50,B,ON,N,166
36047,111,3,76,3,47,3,140,2,0,102,73,43,139,0,0,0,0,9,3,4,1,G,QC,Y,52
36048,27,5,30,3,23,3,24,3,1,15,17,18,18,0,0,0,0,12,13,5,6,B,AB,Y,135
36049,101,1,100,1,144,1,116,1,0,0,0,0,0,101,100,144,116,0,0,0,0,B,ON,N,2871
36052,18,3,65,2,19,2,12,2,0,18,1,4,2,0,0,0,0,0,64,15,10,B,ON,N,457
36053,16,2,19,3,27,3,28,2,0,0,2,2,6,0,0,0,0,16,17,25,22,B,ON,Y,1073
36055,274,5,327,5,259,4,278,5,0,2,2,0,1,260,321,212,237,12,4,47,40,G,ON,N,3708
36056,105,6,211,5,61,6,40,5,0,15,8,15,14,0,0,0,0,90,203,46,26,B,PE,N,104
36057,134,5,40,5,23,3,21,2,1,47,35,21,17,74,0,0,0,13,5,2,4,G,MB,N,2274
36058,23,4,22,3,14,3,24,3,0,3,8,6,12,0,0,0,0,20,14,8,12,B,QC,Y,1125
36059,12,4,23,5,22,4,14,4,0,3,7,4,8,0,0,0,0,9,16,18,6,G,AB,Y,2076
36060,792,6,711,6,793,6,691,7,0,187,73,101,99,516,597,658,543,89,41,34,49,O,AB,Y,1089
36061,125,4,108,5,94,4,102,4,0,114,88,77,72,0,0,0,0,11,20,17,30,G,AB,N,4638
36064,53,3,56,4,104,3,45,4,1,49,47,0,38,0,0,0,0,4,9,104,7,B,BC,Y,189
36065,23,5,34,4,33,5,32,2,0,1,1,1,0,0,0,0,0,22,33,32,32,B,ON,N,1333
36066,24,3,61,5,32,5,39,5,0,17,4,10,10,0,39,7,21,7,18,15,8,B,AB,N,1994
36067,28,2,11,2,11,3,19,3,0,25,8,8,16,0,0,0,0,3,3,3,3,B,AB,N,3163
36068,60,4,35,3,32,3,37,3,0,41,14,23,15,0,0,0,0,19,21,9,22,B,QC,N,1667
36070,44,3,38,3,36,3,31,3,1,0,0,0,0,0,0,0,0,44,38,36,31,B,ON,N,1256
36073,42,3,21,3,16,2,13,1,1,7,2,5,0,0,0,0,0,35,19,11,13,B,AB,Y,1262
36074,69,5,70,4,76,4,94,3,0,33,47,53,67,0,0,0,0,36,23,23,27,G,AB,Y,664
36075,28,2,28,1,33,2,27,2,0,24,28,32,26,0,0,0,0,4,0,1,1,B,QC,N,1381
36076,28,4,13,3,55,7,78,6,0,16,12,4,20,0,0,0,0,12,1,51,58,B,BC,Y,1255
36078,28,2,28,2,27,1,28,2,0,1,1,0,1,0,0,0,0,27,27,27,27,B,ON,N,1213
36079,110,4,111,4,121,3,85,4,0,0,0,0,0,0,0,0,0,110,111,121,85,B,ON,N,3861
36081,343,3,363,5,260,3,241,2,0,13,17,6,16,329,343,251,225,1,3,3,0,G,AB,Y,830
36083,429,5,278,4,232,4,281,4,0,1,3,7,6,406,259,198,242,22,16,27,33,G,ON,Y,1398
36084,70,2,73,3,42,2,72,3,0,65,69,39,70,0,0,0,0,5,4,3,2,B,QC,N,1694
36085,55,4,24,6,39,6,12,5,1,1,8,3,3,0,0,0,0,54,16,36,9,B,MB,Y,2344
36087,28,5,38,3,20,2,58,6,0,2,0,1,0,0,0,0,0,26,38,19,58,B,ON,N,786
36088,21,2,22,1,11,1,23,1,1,1,0,0,0,0,0,0,0,20,22,11,23,B,BC,Y,332
36089,104,2,84,1,115,2,115,1,0,103,84,113,115,0,0,0,0,1,0,2,0,G,BC,N,13783
36091,26,3,14,4,30,5,46,4,1,25,9,14,8,0,0,0,0,1,5,16,38,B,ON,N,1330
36092,58,3,36,3,41,4,52,5,0,27,23,32,30,30,9,6,9,1,4,3,13,B,ON,Y,2249
36093,578,3,1007,2,915,3,456,4,0,32,33,40,47,521,974,874,405,25,0,1,4,O,AB,Y,4838
36094,436,4,389,3,136,3,145,3,0,1,1,4,2,426,382,128,138,9,6,4,5,G,BC,Y,5873
36095,156,4,244,3,1180,7,1824,3,0,43,42,16,29,105,199,1152,1793,8,3,12,2,G,NL,N,8792
36096,18,2,37,4,37,3,29,2,0,16,32,29,25,0,0,0,0,2,5,8,4,B,ON,N,844
36097,17,5,20,4,15,2,24,3,0,12,12,5,17,0,0,0,0,5,8,10,7,B,NB,N,1809
36098,30,3,97,5,22,4,20,3,1,26,72,16,18,0,0,0,0,4,25,6,2,B,BC,Y,823
36099,308,4,757,7,316,4,407,5,0,105,118,104,130,189,628,210,272,14,11,2,5,G,MB,N,1899
36100,87,5,106,7,119,5,57,5,0,68,59,98,47,0,0,0,0,19,47,21,10,B,ON,Y,2168
36101,29,2,19,1,30,1,34,1,0,29,19,30,34,0,0,0,0,0,0,0,0,B,AB,N,3408
36102,42,2,25,2,36,2,48,2,0,40,20,33,40,0,0,0,0,2,5,3,8,B,SK,Y,3112
36104,185,7,136,5,180,8,305,9,0,61,54,69,94,0,0,0,0,124,82,111,211,G,NS,Y,423
36106,55,3,56,3,26,1,50,5,1,52,35,26,32,0,0,0,0,3,21,0,18,B,QC,N,612
36108,11,1,15,2,11,3,11,1,0,11,9,5,11,0,0,0,0,0,6,6,0,B,QC,N,499
36109,66,3,50,4,27,2,116,4,0,30,3,0,26,0,0,0,0,36,47,27,90,B,QC,N,1126
36111,85,2,52,2,26,2,30,4,1,39,31,20,10,0,0,0,0,46,21,6,20,B,ON,Y,867
36112,53,2,66,3,67,2,53,3,0,51,59,32,37,0,0,0,0,2,7,35,16,B,NB,Y,938
36113,41,3,32,3,94,5,55,5,0,1,1,2,5,0,0,0,0,40,31,92,50,B,ON,N,1382
36114,324,6,73,5,50,2,63,6,1,305,52,47,48,0,0,0,0,19,21,3,15,G,AB,N,3499
36115,75,1,105,2,154,1,131,2,0,0,0,0,0,75,104,154,129,0,1,0,2,B,QC,N,337
36116,97,3,159,3,242,2,144,1,0,94,157,225,144,0,0,0,0,3,2,17,0,G,QC,N,5257
36117,32,2,58,3,77,2,65,2,0,29,47,70,60,0,0,0,0,3,11,7,5,B,QC,Y,880
36120,128,5,187,3,178,5,85,5,1,117,178,158,51,0,0,0,0,11,9,20,34,G,BC,Y,10000
36121,26,2,45,5,15,3,11,2,1,25,23,6,10,0,0,0,0,1,22,9,1,B,ON,N,1047
36122,134,4,80,4,90,3,111,4,0,70,61,67,80,0,0,0,0,64,19,23,31,B,QC,Y,1294
